GRAPH,NODE DISTANCE,Node,DATE,CLASS,THEMES,P_VALUE,DOCSENTIMENT,SENTIMENT,FINANCIALSENTIMENT,IMPACT,SALIENCY_V1,CONFIDENCE
Microsoft Corp,3,Sunpower Corp,3/2/22,Investigation,"
  SASB Materials Sourcing & Efficiency,
  Supply Chain
",0.176471,0.083810002,-0.328190893,-0.50255096,0.859874904,0.961567044,0.509281283
Microsoft Corp,3,Sunpower Corp,3/10/22,Corporate Fraud,"
  Fraud
",0.117647,0.001565217,-0.052750647,-0.348112971,0.870224655,0.93418014,0.601586968
Alphabet Inc,2,Warner Media Llc,1/26/22,Sanctions,"
  Cybercurrency,
  Economic Activity,
  Blockchain,
  Federal Reserve Action
",0.117647,0.168648973,-0.279215455,,0.678149521,0.637538552,0.574074902
Alphabet Inc,1,Transalta Corp,2/25/22,Dispute,"
  Merger and Acquisition,
  Earnings
",0.058824,0.197898641,0.021295361,0,0.694553733,0.702486575,0.593979537
Microsoft Corp,1,Apple Inc,1/14/22,Protest,"
  SASB Materials Sourcing & Efficiency,
  Supply Chain
",0.058824,0.01343077,-0.157882169,,0.689789116,0.895947635,0.503150215
Morgan Stanley International Holdings Inc,2,Enbridge Inc,1/21/22,Breach,"
  SASB Business Ethics,
  Clean Water,
  Cyber Crime
",0.117647,-0.09234,-0.228634715,,0.887884438,0.877721965,0.428714767
Coca-Cola Company,1,Herbalife Nutrition Ltd,2/16/22,Bankruptcy,"
  Education
",0.058824,0.600857913,0.358749509,,0.513150156,0.521943212,0.571565132
Coca-Cola Company,1,Banco Santander Sa,2/6/22,Money Laundering,"
  Banking
",0.058824,0.084054545,-0.115005903,,0.61090374,0.692404151,0.580423133
Morgan Stanley International Holdings Inc,1,Hertz Global Holdings Inc,1/26/22,Bankruptcy,"
  Joint Venture / Parthership
",0,0.065923333,0.042777311,0,0.599235415,0.822716236,0.51335059
Goldman Sachs Group Inc,3,Home Depot Inc,2/5/22,Arrest,"
  Banking
",0.294118,-0.285681814,-0.276397765,,0.872321427,0.948759437,0.491577967
Microsoft Corp,3,Assured Guaranty Ltd,3/16/22,Litigation,"
  Debt Offering
",0,0.443786353,-0.032763273,0,0.670873404,0.728090107,0.606963001
Alphabet Inc,1,Baidu Inc,1/23/22,Breach,"
  Banking
",0.117647,-0.104522221,-0.188314363,-0.478743583,0.759725571,0.762659729,0.512302636
Goldman Sachs Group Inc,1,Morgan Stanley International Holdings Inc,2/26/22,Investigation,"
  Banking,
  Government
",0.117647,0.102806248,-0.10352499,0.466122061,0.840099812,0.978721857,0.599966166
Pepsico Inc,1,Morgan Stanley International Holdings Inc,2/26/22,Investigation,"
  Banking,
  Government
",0.176471,0.102806248,-0.10352499,0.466122061,0.840099812,0.978721857,0.599966166
Goldman Sachs Group Inc,3,Cummins Inc,2/22/22,Investigation,"
  Merger and Acquisition
",0.235294,0.119528569,0.185114384,-0.944257259,0.688071728,0.534897208,0.601627359
Goldman Sachs Group Inc,3,Cummins Inc,2/22/22,Investigation,"
  Merger and Acquisition
",0.294118,0.119528569,0.185114384,-0.944257259,0.688071728,0.534897208,0.601627359
Pepsico Inc,1,Moodys Corp /De/,2/17/22,Fraud,"
  Credit Change
",0.294118,0.062149592,-0.311288029,-0.129766315,0.604934514,0.616973996,0.705426548
Morgan Stanley International Holdings Inc,2,Moodys Corp /De/,2/15/22,Fraud,"
  Supply Chain,
  SASB Materials Sourcing & Efficiency,
  Credit Change
",0.294118,0.154094011,-0.248895943,-0.009826695,0.790712059,0.543495417,0.729296264
Pepsico Inc,3,Aia Group Ltd,1/17/22,Money Laundering,"
  Energy Management,
  SASB Business Ethics
",0,0.393778563,0.12673077,0,0.6843279,0.513646364,0.576706143
Coca-Cola Company,3,Whirlpool Corp,3/7/22,Removal,"
  SASB GHG Emissions,
  SASB Product Design & Lifecycle Management,
  Supply Chain,
  SASB Supply Chain Management,
  SASB Materials Sourcing & Efficiency
",0.117647,0.23376216,0.445721596,0.535433948,0.789568305,0.900310695,0.595769014
Alphabet Inc,1,Baidu Inc,1/6/22,Corporate Misconduct,"
  Banking
",0.117647,-0.071054548,-0.188314363,-0.478743583,0.759725571,0.762659729,0.502370931
Goldman Sachs Group Inc,1,Fair Isaac Corp,1/12/22,Fraud,"
  Merger and Acquisition
",0.294118,0.154951349,0.26808098,,0.610621333,0.816393971,0.59337697
Goldman Sachs Group Inc,2,Sprint Corp,3/2/22,Fraud,"
  Telecom
",0.294118,-0.374806255,-0.294010013,,0.802132666,0.87629807,0.466832346
Goldman Sachs Group Inc,3,Fortis Inc,2/25/22,Disruption,"
  Supply Chain,
  Automotive Industry
",0.058824,0.172873423,0.056699682,,0.668882906,0.649044573,0.475190767
Alphabet Inc,1,Atandt Inc,1/2/22,Investigation,"
  Aviation
",0.294118,0.009894737,-0.187414378,,0.82435149,0.773524582,0.555555219
Morgan Stanley International Holdings Inc,2,Moodys Corp /De/,2/20/22,Fraud,"
  Credit Change
",0,0.117644057,-0.320957929,-0.053362362,0.735728264,0.635967493,0.776691264
Alphabet Inc,1,Altaba Inc,1/21/22,Fraud,"
  Government
",0.294118,0.165302634,-0.082397997,,0.564825237,0.696904778,0.562508675
Alphabet Inc,2,Sunpower Corp,2/17/22,Litigation,"
  Lawsuit
",0,-0.014554166,-0.243223161,-0.319695413,0.742940307,0.925575376,0.512072518
Morgan Stanley International Holdings Inc,1,Moodys Corp /De/,2/3/22,Fraud,"
  SASB Materials Sourcing & Efficiency,
  Supply Chain,
  Credit Change
",0.294118,0.144897193,-0.298826694,0,0.811015606,0.561604619,0.76375787
Alphabet Inc,2,Symantec Corp,2/13/22,Breach,"
  Banking,
  Lawsuit
",0.117647,-0.086916328,-0.202127337,,0.564551055,0.679865599,0.510199069
Morgan Stanley International Holdings Inc,3,Sap Se,2/24/22,Disruption,"
  Dividend,
  Gov and Politics
",0.235294,0.199363634,-0.151296601,0.178659156,0.789909661,0.861120403,0.586432634
Morgan Stanley International Holdings Inc,2,Pepsico Inc,3/16/22,Litigation,"
  Joint Venture / Parthership,
  SASB Supply Chain Management,
  SASB Materials Sourcing & Efficiency,
  SASB Ecological Impacts,
  Climate Change,
  Coronavirus
",0.294118,0.150120005,0.258517087,0.304162085,0.898670197,0.946288049,0.508767042
Goldman Sachs Group Inc,2,Moodys Corp /De/,1/20/22,Fraud,"
  Credit Change
",0.294118,0.139117077,-0.292247862,0,0.808172643,0.54825443,0.784740133
Morgan Stanley International Holdings Inc,1,Moodys Corp /De/,1/20/22,Fraud,"
  Credit Change
",0.294118,0.139117077,-0.292247862,0,0.808172643,0.54825443,0.784740133
Alphabet Inc,3,Chesapeake Energy Corp,1/20/22,Bankruptcy,"
  Bankruptcy,
  Merger and Acquisition,
  Oil
",0,0.30296874,0.023146788,0,0.618366122,0.88227272,0.596717823
Goldman Sachs Group Inc,1,Bright Health Inc,1/6/22,Corporate Misconduct,"
  Coronavirus,
  Debt Offering,
  IPO ICO,
  Lawsuit
",0.058824,0.192361534,-0.040665366,-0.351863831,0.677524388,0.927185476,0.923318757
Goldman Sachs Group Inc,3,Public Storage,3/15/22,Sanctions,"
  Merger and Acquisition
",0.176471,0.208462596,0.336124837,0.818166316,0.56738013,0.657805085,0.4588281
Morgan Stanley International Holdings Inc,3,Microsoft Corp,2/9/22,Disruption,"
  Education
",0.058824,0.125552237,0.076514177,,0.621036232,0.691877067,0.508476655
Microsoft Corp,1,Bank Of America Corp,2/23/22,Fraud,"
  Lawsuit,
  Cyber Crime,
  Fraud,
  Coronavirus,
  Banking,
  Earnings
",0.058824,-0.127598271,-0.178420931,-0.664663672,0.956966281,0.960375011,0.510610927
Coca-Cola Company,1,Jp Morgan Chase And Co,1/23/22,Fraud,"
  Banking,
  Lawsuit
",0.235294,0.107229494,-0.104215324,-0.270908177,0.744098663,0.669104397,0.824212122
Morgan Stanley International Holdings Inc,3,Autodesk Inc,1/26/22,Disruption,"
  Education
",0.117647,0.166168422,0.324047357,,0.762593448,0.720339358,0.542232973
Alphabet Inc,1,Banco Santander Sa,1/3/22,Fraud,"
  Banking
",0.058824,-0.265433341,-0.399806261,,0.773316443,0.792903185,0.506247
Alphabet Inc,3,Sunpower Corp,3/14/22,Litigation,"
  Lawsuit
",0.176471,0.100078568,-0.07014107,-0.255464047,0.8028211,0.6796031,0.510410031
Morgan Stanley International Holdings Inc,1,Moodys Corp /De/,2/24/22,Breach,"
  Credit Change,
  Coronavirus,
  Payment Default
",0.294118,0.172030732,-0.333069831,-0.077933557,0.797774255,0.609295368,0.776636458
Morgan Stanley International Holdings Inc,2,Citigroup Financial Products Inc,3/3/22,Litigation,"
  SASB Management of the Legal & Regulatory Environment,
  Default,
  Coronavirus,
  Earnings,
  SASB Materials Sourcing & Efficiency,
  Debt Offering,
  Bankruptcy,
  Banking,
  Liquidity,
  SASB Business Ethics,
  Employee Relations,
  Supply Chain,
  Dividend,
  Economic Activity,
  Joint Venture / Parthership,
  Payment Default,
  Merger and Acquisition,
  Federal Reserve Action,
  Stock Split
",0,0.19821316,,,0.625182211,0.601100028,0.598492787
Microsoft Corp,2,Solarwinds Inc,3/17/22,Investigation,"
  Cyber Crime
",0.058824,0.076337501,-0.178986132,,0.821501791,0.980091751,0.49894521
Alphabet Inc,3,Symantec Corp,1/19/22,Cyber Breach,"
  SASB Systemic Risk Management,
  Cyber Security
",0,0.148869231,0.25421229,0,0.79628253,0.905764878,0.501666639
Morgan Stanley International Holdings Inc,3,Bank Of New York Mellon Corp,1/26/22,Bankruptcy,"
  Hiring Initiative,
  Merger and Acquisition,
  Joint Venture / Parthership,
  Lawsuit,
  Money Laundering,
  Dividend,
  Cyber Security,
  Default,
  Cyber Crime,
  Banking,
  SASB Materials Sourcing & Efficiency,
  Payment Default,
  Supply Chain
",0.176471,0.30011338,,,0.999850035,0.90003401,0.53470814
Alphabet Inc,2,Symantec Corp,1/19/22,Cyber Breach,"
  SASB Systemic Risk Management,
  Cyber Security
",0,0.148869231,0.25421229,0,0.79628253,0.905764878,0.501666639
Morgan Stanley International Holdings Inc,2,Sandp Global Inc,3/21/22,Litigation,"
  Merger and Acquisition
",0.058824,-0.072001301,-0.326449156,0,0.792200983,0.608683169,0.573465424
Morgan Stanley International Holdings Inc,2,Sandp Global Inc,3/21/22,Fraud,"
  Merger and Acquisition
",0.058824,-0.072001301,-0.326449156,0,0.792200983,0.608683169,0.573465424
Goldman Sachs Group Inc,2,United Therapeutics Corp,1/21/22,Clinical Trial,"
  Supply Chain
",0.235294,0.249500006,0.329454035,0.894038558,0.850886524,0.93930912,0.566185023
Pepsico Inc,1,Bank Of New York Mellon Corp,1/26/22,Breach,"
  Hiring Initiative,
  Merger and Acquisition,
  Joint Venture / Parthership,
  Lawsuit,
  Money Laundering,
  Dividend,
  Cyber Security,
  Default,
  Cyber Crime,
  Banking,
  SASB Materials Sourcing & Efficiency,
  Payment Default,
  Supply Chain
",0.176471,0.30011338,,,0.999850035,0.90003401,0.53470814
Coca-Cola Company,3,Sysco Corp,2/11/22,Dispute,"
  SASB Labor Practices,
  Employee Relations
",0,0.063933335,-0.35138163,-0.946605623,0.801380157,0.855216801,0.471641544
Pepsico Inc,1,Atandt Inc,2/20/22,Shutdown,"
  Telecom,
  Government
",0.235294,-0.092992306,-0.231263623,,0.649292588,0.583472371,0.555508983
Goldman Sachs Group Inc,3,Banco Bilbao Viscaya Argentaria Sa,1/16/22,Disruption,"
  Banking,
  Artificial Intelligence,
  SASB Air Quality,
  Fintech,
  SASB Ecological Impacts,
  Climate Change
",0.058824,0.243841931,0.042208552,,0.771730065,0.845392585,0.493494941
Pepsico Inc,3,Twitter Inc,1/23/22,Ransomware Attack,"
  Coronavirus,
  Cyber Crime,
  Cybercurrency,
  Cyber Security,
  Natural Disaster,
  Blockchain,
  Climate Change
",0.058824,-0.018353153,-0.042005446,,0.77202785,0.697781086,0.588066833
Coca-Cola Company,2,Visa Inc,3/5/22,Sanctions,"
  Banking
",0.294118,-0.131584212,-0.186103716,-0.748172998,0.681686819,0.936654747,0.60023135
Microsoft Corp,1,Atandt Inc,2/20/22,Shutdown,"
  Telecom,
  Government
",0.235294,-0.092992306,-0.231263623,,0.649292588,0.583472371,0.555508983
Goldman Sachs Group Inc,2,Msci Inc,3/27/22,Disruption,"
  Federal Reserve Action,
  Economic Activity
",0.033333,0.098363683,-0.211798444,0.568103552,0.998005748,0.6895684,0.497608723
Alphabet Inc,1,Linkedin Corp,2/14/22,Fraud,"
  SASB Human Rights & Community Relations,
  Diversity and Discrimination,
  Social Justice,
  SASB Employee Engagement, Diversity & Inclusion
",0.294118,0.028271429,0.097963356,0.708239138,0.757921278,0.719950318,0.393208588
Microsoft Corp,3,Citrix Systems Inc,1/9/22,Litigation,"
  Lawsuit,
  SASB Materials Sourcing & Efficiency,
  Corporate Restructuring
",0,-0.048090909,0.10270641,0,0.650152802,0.810023963,0.510681695
Goldman Sachs Group Inc,3,Energy Transfer Lp  1,2/12/22,Dispute,"
  Lawsuit
",0,0.055147916,-0.12350782,,0.922355473,0.797023833,0.494223395
Goldman Sachs Group Inc,2,Moodys Corp /De/,1/22/22,Dispute,"
  Default,
  Banking,
  Payment Default,
  Coronavirus,
  Credit Change
",0.176471,0.129472882,-0.336424917,-0.066800192,0.765498221,0.536207616,0.776636458
Alphabet Inc,3,Cisco Systems Inc,3/27/22,Investigation,"
  SASB Materials Sourcing & Efficiency,
  Coronavirus,
  Supply Chain
",0.133333,0.330199987,0.196567148,,0.687497199,0.764451206,0.527868529
Pepsico Inc,1,Atandt Inc,3/12/22,Disruption,"
  Bankruptcy,
  Joint Venture / Parthership,
  Government,
  Climate Change,
  Coronavirus,
  Fraud,
  Social Justice,
  Lawsuit,
  SASB Employee Engagement, Diversity & Inclusion,
  Corporate Restructuring,
  Employee Relations,
  Aviation,
  SASB GHG Emissions,
  Earnings,
  Supply Chain,
  Merger and Acquisition,
  SASB Materials Sourcing & Efficiency,
  Military,
  Diversity and Discrimination,
  Presidential Transition,
  Debt Restructuring,
  SASB Labor Practices,
  SASB Human Rights & Community Relations
",0.294118,0.071439385,,,0.619661629,0.589365125,0.55591202
Alphabet Inc,1,Atandt Inc,3/12/22,Shutdown,"
  Bankruptcy,
  Joint Venture / Parthership,
  Government,
  Climate Change,
  Coronavirus,
  Fraud,
  Social Justice,
  Lawsuit,
  SASB Employee Engagement, Diversity & Inclusion,
  Corporate Restructuring,
  Employee Relations,
  Aviation,
  SASB GHG Emissions,
  Earnings,
  Supply Chain,
  Merger and Acquisition,
  SASB Materials Sourcing & Efficiency,
  Military,
  Diversity and Discrimination,
  Presidential Transition,
  Debt Restructuring,
  SASB Labor Practices,
  SASB Human Rights & Community Relations
",0.294118,0.071439385,,,0.619661629,0.589365125,0.55591202
Goldman Sachs Group Inc,1,On24 Inc,3/16/22,Investigation,"
  Lawsuit
",0.176471,0.033537038,-0.225348771,-0.563616335,0.701987207,0.917152762,0.737142617
Alphabet Inc,3,Sunpower Corp,4/1/22,Investigation,"
  Lawsuit,
  Merger and Acquisition
",0.133333,-0.018333847,-0.165714085,-0.639390826,0.832536697,0.747378588,0.506335396
Microsoft Corp,1,Cisco Systems Inc,3/27/22,Investigation,"
  SASB Materials Sourcing & Efficiency,
  Coronavirus,
  Supply Chain
",0.133333,0.330199987,0.196567148,,0.687497199,0.764451206,0.527868529
Coca-Cola Company,2,Msci Inc,2/28/22,Sanctions,"
  SASB Supply Chain Management,
  Banking
",0.235294,-0.057765517,-0.107633658,0,0.812564731,0.949567556,0.508161562
Morgan Stanley International Holdings Inc,1,London Stock Exchange Group Plc,2/25/22,Sanctions,"
  Sanctions,
  Banking
",0.058824,-0.476700008,-0.337830096,-0.933753729,0.742589235,0.975420177,0.589656604
Alphabet Inc,2,Sunpower Corp,3/22/22,Investigation,"
  Lawsuit,
  Merger and Acquisition
",0.117647,0.000698571,-0.004630974,-0.639390826,0.809458375,0.72097975,0.504633479
Microsoft Corp,2,Accenture Plc,2/1/22,Disruption,"
  SASB Materials Sourcing & Efficiency
",0.294118,0.37876153,0.234151065,,0.806848407,0.970297635,0.637766403
Morgan Stanley International Holdings Inc,1,Moodys Corp /De/,2/14/22,Downgrade,"
  Credit Change,
  Analyst Downgrade,
  Education
",0.294118,0.150700763,-0.302969784,-0.074145861,0.714280427,0.628838897,0.776636458
Microsoft Corp,2,Moodys Corp /De/,2/14/22,Downgrade,"
  Credit Change,
  Analyst Downgrade,
  Education
",0.294118,0.150700763,-0.302969784,-0.074145861,0.714280427,0.628838897,0.776636458
Pepsico Inc,1,Kellogg Company,1/14/22,Investigation,"
  Supply Chain,
  SASB Materials Sourcing & Efficiency,
  Coronavirus
",0.235294,0.150196433,0.212920815,0,0.597618103,0.762296855,0.497874421
Goldman Sachs Group Inc,1,Robinhood Markets Inc,2/6/22,Litigation,"
  Blockchain,
  IPO ICO,
  Cybercurrency
",0.176471,0.007969048,-0.161317423,-0.668383181,0.793481171,0.876489282,0.592419889
Alphabet Inc,2,Warner Media Llc,3/8/22,Disruption,"
  Violent Action
",0.058824,-0.058738094,-0.133971065,,0.713306129,0.511474431,0.461399154
Alphabet Inc,1,Atandt Inc,2/20/22,Shutdown,"
  Telecom,
  Government
",0.294118,-0.092992306,-0.231263623,,0.649292588,0.583472371,0.555508983
Goldman Sachs Group Inc,1,Reata Pharmaceuticals Inc,1/27/22,Corporate Misconduct,"
  Lawsuit
",0.235294,0.010490625,-0.152610123,-0.382965297,0.849454522,0.844320476,0.59596881
Microsoft Corp,1,Amex Global Holdings Cv,3/6/22,International Sanction,"
  Banking
",0.176471,-0.136987507,-0.195062026,-0.887831509,0.759030223,0.988899946,0.506282615
Microsoft Corp,2,Pfizer Inc,1/10/22,Clinical Trial,"
  Coronavirus
",0.117647,0.00225,-0.008484473,0,0.696682572,0.926778793,0.503940324
Pepsico Inc,2,Visa Inc,3/5/22,Sanctions,"
  Banking,
  Gov and Politics,
  Corporate Relocation
",0.117647,-0.078160867,-0.135281935,-0.258444667,0.831617475,0.962993741,0.503168616
Alphabet Inc,1,Verizon Communications Inc,1/19/22,Disruption,"
  Aviation
",0.176471,0.003257143,-0.159271017,0,0.647705197,0.808285475,0.601211844
Goldman Sachs Group Inc,2,Federal Home Loan Mortgage Corp,2/7/22,Bankruptcy,"
  Merger and Acquisition,
  Bankruptcy,
  Default,
  Debt Offering
",0.235294,0.057887398,0.0362776,0.101204306,0.876711488,0.70141834,0.506773703
Morgan Stanley International Holdings Inc,1,Sandp Global Inc,3/1/22,Investigation,"
  Merger and Acquisition
",0,0.294790566,-0.156331465,0,0.736988008,0.676880538,0.597728339
Coca-Cola Company,1,Apple Inc,3/15/22,Investigation,"
  Supply Chain,
  Coronavirus
",0.058824,0.197692946,0.330544472,,0.529270828,0.619224131,0.564523851
Morgan Stanley International Holdings Inc,1,Sandp Global Inc,3/1/22,Breach,"
  Merger and Acquisition
",0,0.294790566,-0.156331465,0,0.736988008,0.676880538,0.597728339
Morgan Stanley International Holdings Inc,2,Jp Morgan Chase And Co,3/6/22,Sanctions,"
  Blockchain,
  Banking,
  Cybercurrency,
  SASB Supply Chain Management
",0.176471,-0.118430004,-0.23339124,0,0.808891714,0.912915468,0.59968655
Pepsico Inc,2,Sanofi Sa,3/26/22,Litigation,"
  SASB Supply Chain Management,
  Coronavirus,
  SASB Product Design & Lifecycle Management,
  SASB Management of the Legal & Regulatory Environment
",0.066667,0.006739025,-0.03881808,-0.435964167,0.737998128,0.639114499,0.493312673
Goldman Sachs Group Inc,1,Sumitomo Mitsui Financial Group Inc,3/26/22,Sanctions,"
  Banking
",0.033333,-0.17916666,-0.075573467,-0.843245447,0.656010509,0.617676437,0.587734843
Morgan Stanley International Holdings Inc,1,Deutsche Bank,1/28/22,Manipulation,"
  Banking
",0.294118,-0.133918181,-0.166408226,,0.801978827,0.804485917,0.548816118
Alphabet Inc,1,Baidu Inc,1/25/22,Litigation,"
  Banking,
  Lawsuit
",0.176471,0.116237141,-0.105123334,-0.961943328,0.722092867,0.631878555,0.601485885
Pepsico Inc,1,Goldman Sachs Group Inc,2/26/22,Bankruptcy,"
  Banking,
  Debt Offering,
  SASB Materials Sourcing & Efficiency
",0.117647,0.349591076,-0.12197718,0,0.853566706,0.608961284,0.511541963
Pepsico Inc,1,Morgan Stanley International Holdings Inc,3/12/22,Disruption,"
  Sanctions,
  Banking,
  Climate Change
",0.235294,-0.042817857,-0.080928333,,0.73388654,0.662286341,0.600091709
Goldman Sachs Group Inc,2,Amerisourcebergen Corp,2/2/22,Litigation,"
  Merger and Acquisition,
  Conference / Speech / Trade Show,
  Dividend,
  Earnings
",0.117647,0.263173461,0.410956085,0.769628286,0.735340774,0.669406056,0.579460451
Microsoft Corp,2,Solarwinds Inc,2/1/22,Breach,"
  Cyber Crime
",0.176471,0.238026246,-0.14546138,,0.804562032,0.650803864,0.57931556
Morgan Stanley International Holdings Inc,3,Verizon Communications Inc,2/8/22,Wire Fraud,"
  Fraud
",0.058824,-0.207315385,-0.142170444,,0.84331125,0.885292053,0.509004723
Microsoft Corp,3,Xilinx Inc,2/10/22,Litigation,"
  Merger and Acquisition,
  Spinoff,
  Coronavirus
",0.176471,0.044668749,0.29549101,,0.67864275,0.842861772,0.511331432
Coca-Cola Company,1,Moodys Corp /De/,3/13/22,Fraud,"
  Credit Change,
  SASB Supply Chain Management
",0.058824,0.118132681,-0.340592057,-0.046523269,0.754611075,0.636591256,0.776691264
Goldman Sachs Group Inc,1,Credit Suisse Group,3/20/22,Sanctions,"
  Banking,
  Supply Chain,
  SASB Materials Sourcing & Efficiency
",0.176471,0.001961539,-0.020974077,-0.944731772,0.666428328,0.734391689,0.510661107
Goldman Sachs Group Inc,1,Reata Pharmaceuticals Inc,2/9/22,Litigation,"
  Lawsuit
",0.294118,0.027045455,-0.061679553,0,0.772354782,0.857824028,0.509403444
Goldman Sachs Group Inc,1,Snap Inc,1/1/22,Litigation,"
  Fraud
",0.176471,-0.026558334,0.043455303,0,0.758859932,0.790100038,0.6089709
